hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250723,215,215,395611,1840.0511627906976,-23487,-109.24186046511628,0.34418604651162793,0.2930232558139535,-0.367869434211242,normal
ヒロキ,20250724,187,187,336353,1798.6791443850268,-22524,-120.44919786096257,0.3422459893048128,0.26737967914438504,-0.4391992012452673,normal
ヒロキ,20250725,260,260,975914,3753.5153846153844,3195,12.288461538461538,0.35384615384615387,0.25769230769230766,0.40561754578260667,normal
ヒロキ,20250726,259,259,1461445,5642.644787644787,74379,287.17760617760615,0.41312741312741313,0.3166023166023166,2.1551658956484507,strong
ヒロキ,20250727,260,260,1290360,4962.923076923077,15890,61.11538461538461,0.3923076923076923,0.28076923076923077,0.7163794087524862,normal
ヒロキ,20250728,213,213,390922,1835.3145539906104,-51052,-239.68075117370893,0.3286384976525822,0.215962441314554,-1.1980555308544054,recovery
ヒロキ,20250729,201,201,418992,2084.5373134328356,19067,94.86069651741293,0.373134328358209,0.2835820895522388,0.9311534582385227,strong
ヒロキ,20250730,243,243,907213,3733.38683127572,114676,471.917695473251,0.48148148148148145,0.3950617283950617,3.330955208120407,strong
ヒロキ,20250731,214,214,454791,2125.191588785047,-1374,-6.420560747663552,0.34579439252336447,0.2757009345794392,0.28654285801615376,normal
ヒロキ,20250801,219,219,531062,2424.9406392694063,-30432,-138.95890410958904,0.3105022831050228,0.2374429223744292,-0.5570053302078967,normal
ヒロキ,20250802,259,259,1146340,4426.023166023166,-16742,-64.64092664092664,0.35135135135135137,0.2548262548262548,-0.08400413179262159,normal
ヒロキ,20250803,260,260,1156905,4449.634615384615,90472,347.96923076923076,0.40384615384615385,0.3038461538461538,2.5420778147406353,strong
ヒロキ,20250804,202,202,375156,1857.2079207920792,-2931,-14.509900990099009,0.3564356435643564,0.28217821782178215,0.23505776975908563,normal
ヒロキ,20250805,198,198,431715,2180.378787878788,-54253,-274.0050505050505,0.3181818181818182,0.21717171717171718,-1.4165145803533665,recovery
ヒロキ,20250806,244,244,804772,3298.245901639344,66729,273.4795081967213,0.4262295081967213,0.319672131147541,2.0679835343725332,strong
ヒロキ,20250807,232,232,572122,2466.043103448276,-46679,-201.20258620689654,0.375,0.27155172413793105,-0.9531589558662422,recovery
ヒロキ,20250808,244,244,718620,2945.1639344262294,-10035,-41.127049180327866,0.38934426229508196,0.29098360655737704,0.0656513431958223,normal
ヒロキ,20250809,259,259,1006478,3886.015444015444,-57668,-222.65637065637065,0.3204633204633205,0.2471042471042471,-1.0897028460632434,recovery
ヒロキ,20250810,260,260,1326061,5100.234615384616,-35930,-138.19230769230768,0.43846153846153846,0.28846153846153844,-0.5521262816058563,normal
